record_id,train_number,train_name,origin_station_code,origin_station,destination_station_code,destination_station,journey_date,scheduled_departure,delay_minutes,train_status,delay_cause,passenger_count,occupancy_percent,platform_number,weather_condition,temperature_c,visibility_m,risk_score,risk_level,maintenance_flag,crowd_alert,anomaly_detected,eta_delay_minutes,recommended_action
1589,12638,Shatabdi,ALD,Prayagraj Junction,GKP,Gorakhpur,2026-06-03,22:15,0,Completed,No Delay,340,74,3,Clear,30,1998,23,Low,0,0,0,0,Monitor
1590,12357,Sampark Kranti,MAS,Chennai Central,CNB,Kanpur Central,2026-08-04,09:45,35,Delayed,Signal Failure,1208,85,12,Clear,27,322,43,Medium,0,0,1,38,Notify station control
1591,12203,Vande Bharat,PNBE,Patna Junction,SBC,KSR Bengaluru City,2026-08-20,08:00,0,On Time,No Delay,904,77,11,Heavy Rain,29,2350,42,Medium,0,0,0,0,Notify station control
1592,12029,Vande Bharat,VSKP,Visakhapatnam,ADI,Ahmedabad Junction,2026-07-24,19:30,90,At Risk,Late Incoming Train,1101,61,1,Clear,33,4062,55,Medium,0,0,1,88,Notify station control
1593,13239,Shatabdi,CSTM,Mumbai CSMT,SBC,KSR Bengaluru City,2026-07-08,02:00,0,On Time,No Delay,639,88,15,Clear,25,4129,26,Low,0,0,1,0,Monitor
1594,14478,Intercity,CSTM,Mumbai CSMT,NDLS,New Delhi,2026-01-09,14:30,35,Delayed,Track Obstruction,519,98,11,Clear,21,6790,41,Medium,0,1,0,42,Notify station control
1595,14177,Garib Rath,PNBE,Patna Junction,BPL,Bhopal Junction,2026-02-01,01:45,60,At Risk,Weather,1390,74,3,Heavy Rain,28,498,62,Medium,0,0,1,62,Notify station control
1596,12257,Express,VSKP,Visakhapatnam,NDLS,New Delhi,2026-08-17,03:00,0,Completed,No Delay,634,87,16,Rain,24,9706,28,Low,0,0,0,1,Monitor
1597,12374,Intercity,CSTM,Mumbai CSMT,BBS,Bhubaneswar,2026-04-08,07:30,8,At Risk,Signal Failure,528,86,10,Clear,16,6143,31,Low,0,0,0,16,Monitor
1598,13048,Duronto,GKP,Gorakhpur,NGP,Nagpur Junction,2026-01-25,01:30,0,On Time,No Delay,1163,70,1,Storm,40,3758,40,Medium,0,0,0,2,Notify station control
1599,14524,Intercity,KOTA,Kota Junction,GKP,Gorakhpur,2026-05-25,13:15,45,Delayed,Platform Change,1649,94,16,Clear,34,7777,46,Medium,0,1,0,43,Notify station control
1600,14292,Duronto,ADI,Ahmedabad Junction,ALD,Prayagraj Junction,2026-03-28,15:45,0,Completed,No Delay,1708,91,18,Clear,40,6017,34,Low,0,1,0,7,Monitor
1601,12234,Shatabdi,ALD,Prayagraj Junction,VSKP,Visakhapatnam,2026-06-12,17:00,0,Completed,No Delay,740,52,16,Storm,43,6698,32,Low,0,0,0,0,Monitor
1602,13060,Sampark Kranti,BBS,Bhubaneswar,PUNE,Pune Junction,2026-06-25,08:45,0,On Time,No Delay,428,63,13,Fog,18,427,31,Low,1,0,0,7,Monitor
1603,12676,Jan Shatabdi,JP,Jaipur Junction,NGP,Nagpur Junction,2026-04-09,21:15,90,Delayed,Weather,1537,97,12,Clear,29,380,69,High,1,1,1,92,Reallocate platform and crew
1604,14451,Intercity,BBS,Bhubaneswar,HWH,Howrah Junction,2026-03-13,01:00,0,Completed,No Delay,489,72,12,Cloudy,24,2366,27,Low,0,0,0,0,Monitor
1605,12386,Rajdhani,BCT,Mumbai Central,HWH,Howrah Junction,2026-03-03,07:00,0,On Time,No Delay,331,50,15,Clear,20,9505,18,Low,1,0,0,3,Monitor
1606,14318,Vande Bharat,BCT,Mumbai Central,GKP,Gorakhpur,2026-04-22,06:00,35,Delayed,Platform Change,1353,90,2,Rain,38,9486,47,Medium,0,1,0,42,Notify station control
1607,12868,Shatabdi,BCT,Mumbai Central,JP,Jaipur Junction,2026-02-25,16:15,90,Delayed,Crew Delay,1466,100,12,Heatwave,24,7164,63,Medium,0,1,1,89,Notify station control
1608,14028,Shatabdi,SDAH,Sealdah,NDLS,New Delhi,2026-03-07,13:30,60,Delayed,Weather,1164,74,13,Fog,16,733,62,Medium,0,0,1,62,Notify station control
1609,14631,Intercity,HWH,Howrah Junction,VSKP,Visakhapatnam,2026-03-11,04:15,40,Delayed,Track Obstruction,1027,85,1,Heatwave,40,4294,41,Medium,0,0,0,42,Notify station control
1610,12323,Intercity,BPL,Bhopal Junction,BBS,Bhubaneswar,2026-03-20,13:30,999,Cancelled,Weather,1419,62,11,Cloudy,41,3010,100,Critical,0,0,1,999,Escalate to operations command
1611,14336,Vande Bharat,ADI,Ahmedabad Junction,LKO,Lucknow Charbagh,2026-01-14,08:00,75,At Risk,Late Incoming Train,1070,45,4,Rain,16,5364,50,Medium,0,0,1,77,Notify station control
1612,12042,Jan Shatabdi,KOTA,Kota Junction,PNBE,Patna Junction,2026-08-17,15:00,10,Delayed,Weather,1618,74,12,Fog,33,771,44,Medium,0,1,0,6,Notify station control
1613,14513,Duronto,MAS,Chennai Central,BPL,Bhopal Junction,2026-04-05,06:30,0,On Time,No Delay,979,92,4,Rain,27,3225,33,Low,0,1,0,7,Monitor
1614,12269,Rajdhani,PNBE,Patna Junction,JP,Jaipur Junction,2026-06-16,18:30,0,On Time,No Delay,1527,71,16,Clear,28,4025,28,Low,1,1,0,9,Monitor
1615,14583,Duronto,CNB,Kanpur Central,CSTM,Mumbai CSMT,2026-03-12,12:45,0,On Time,No Delay,1577,80,7,Cloudy,26,7771,23,Low,1,1,1,1,Monitor
1616,12321,Superfast,NGP,Nagpur Junction,HWH,Howrah Junction,2026-06-13,07:00,0,Completed,No Delay,508,78,7,Clear,20,801,30,Low,1,0,0,0,Monitor
1617,14522,Garib Rath,PNBE,Patna Junction,SDAH,Sealdah,2026-02-06,20:45,0,Completed,No Delay,1227,38,6,Cloudy,39,2112,13,Low,1,0,0,10,Monitor
1618,13198,Garib Rath,PUNE,Pune Junction,VSKP,Visakhapatnam,2026-09-16,08:00,15,Delayed,Maintenance Work,453,84,1,Clear,16,7659,38,Low,0,0,0,10,Monitor
1619,14279,Intercity,NGP,Nagpur Junction,MAS,Chennai Central,2026-02-02,16:00,20,At Risk,Congestion,315,89,11,Cloudy,25,5739,34,Low,0,0,0,15,Monitor
1620,14499,Garib Rath,KOTA,Kota Junction,JP,Jaipur Junction,2026-03-08,10:00,15,At Risk,Technical Fault,605,96,2,Clear,14,3737,37,Low,1,1,0,10,Monitor
1621,12701,Vande Bharat,SDAH,Sealdah,ALD,Prayagraj Junction,2026-02-28,13:45,15,Delayed,Weather,584,89,7,Fog,32,197,47,Medium,1,0,0,14,Notify station control
1622,14055,Sampark Kranti,PUNE,Pune Junction,HWH,Howrah Junction,2026-05-09,02:00,0,On Time,No Delay,1668,75,10,Cloudy,14,4375,24,Low,0,1,0,0,Monitor
1623,14051,Garib Rath,BPL,Bhopal Junction,HWH,Howrah Junction,2026-05-05,18:45,5,Delayed,Late Incoming Train,768,69,18,Clear,14,1935,26,Low,0,0,1,3,Monitor
1624,12076,Duronto,MAS,Chennai Central,ALD,Prayagraj Junction,2026-02-24,23:15,0,On Time,No Delay,192,99,11,Clear,40,597,34,Low,1,1,1,8,Monitor
1625,12591,Superfast,HWH,Howrah Junction,CNB,Kanpur Central,2026-05-08,11:30,0,On Time,No Delay,1606,87,18,Rain,43,1086,28,Low,0,1,1,1,Monitor
1626,14252,Duronto,BCT,Mumbai Central,LKO,Lucknow Charbagh,2026-06-25,05:30,0,Completed,No Delay,1565,94,7,Rain,33,6265,27,Low,0,1,0,0,Monitor
1627,14024,Express,LKO,Lucknow Charbagh,ALD,Prayagraj Junction,2026-08-04,17:45,18,Delayed,Crew Delay,348,87,1,Clear,21,625,34,Low,1,0,0,24,Monitor
1628,12423,Sampark Kranti,CSTM,Mumbai CSMT,LKO,Lucknow Charbagh,2026-01-11,23:30,0,Completed,No Delay,1618,74,11,Clear,44,5133,28,Low,1,1,0,6,Monitor
1629,14142,Express,GKP,Gorakhpur,NGP,Nagpur Junction,2026-07-05,14:30,10,Delayed,Crew Delay,1788,56,18,Clear,21,600,28,Low,0,1,1,14,Monitor
1630,12250,Rajdhani,LKO,Lucknow Charbagh,HWH,Howrah Junction,2026-04-07,12:45,45,Delayed,Weather,259,82,4,Storm,42,6011,59,Medium,0,0,0,45,Notify station control
1631,14326,Garib Rath,BCT,Mumbai Central,NDLS,New Delhi,2026-04-24,18:45,10,Delayed,Late Incoming Train,1481,60,8,Clear,14,8423,25,Low,0,0,0,17,Monitor
1632,14114,Superfast,GKP,Gorakhpur,SDAH,Sealdah,2026-09-28,19:45,8,Delayed,Crew Delay,612,67,17,Heatwave,35,8258,30,Low,0,0,0,14,Monitor
1633,14499,Garib Rath,PNBE,Patna Junction,HWH,Howrah Junction,2026-05-20,18:30,90,At Risk,Crew Delay,284,68,1,Clear,34,366,59,Medium,0,0,1,92,Notify station control
1634,14188,Garib Rath,ADI,Ahmedabad Junction,CNB,Kanpur Central,2026-06-10,20:15,35,At Risk,Signal Failure,1105,44,13,Clear,32,3091,34,Low,0,0,1,43,Monitor
1635,13173,Shatabdi,JP,Jaipur Junction,BBS,Bhubaneswar,2026-06-17,10:45,5,Delayed,Weather,690,64,17,Heatwave,20,8749,24,Low,0,0,1,1,Monitor
1636,14243,Intercity,PNBE,Patna Junction,PUNE,Pune Junction,2026-02-26,21:45,10,Delayed,Late Incoming Train,813,94,7,Clear,23,938,35,Low,0,1,1,11,Monitor
1637,12388,Vande Bharat,VSKP,Visakhapatnam,BPL,Bhopal Junction,2026-09-11,09:00,0,On Time,No Delay,1462,93,7,Clear,26,9866,28,Low,0,1,0,0,Monitor
1638,14075,Sampark Kranti,PUNE,Pune Junction,SBC,KSR Bengaluru City,2026-06-07,05:45,15,Delayed,Weather,1576,76,2,Storm,37,3368,42,Medium,0,1,1,12,Notify station control
1639,13016,Garib Rath,PUNE,Pune Junction,CNB,Kanpur Central,2026-01-19,07:30,15,Delayed,Signal Failure,565,81,9,Clear,29,8283,30,Low,0,0,0,19,Monitor
1640,13189,Express,LKO,Lucknow Charbagh,BPL,Bhopal Junction,2026-04-14,09:30,0,Completed,No Delay,484,82,2,Clear,15,7035,25,Low,0,0,0,10,Monitor
1641,12861,Intercity,CNB,Kanpur Central,KOTA,Kota Junction,2026-01-15,23:45,0,On Time,No Delay,1308,44,3,Clear,44,2716,19,Low,0,0,0,0,Monitor
1642,12520,Jan Shatabdi,HWH,Howrah Junction,MAS,Chennai Central,2026-06-11,10:30,5,Delayed,Weather,760,62,14,Clear,31,6078,23,Low,0,0,0,0,Monitor
1643,14028,Superfast,BCT,Mumbai Central,MAS,Chennai Central,2026-01-09,21:45,120,Delayed,Late Incoming Train,1420,80,7,Cloudy,21,2542,73,High,0,0,1,128,Reallocate platform and crew
1644,14323,Vande Bharat,BCT,Mumbai Central,NDLS,New Delhi,2026-03-02,18:45,0,On Time,No Delay,1533,63,5,Clear,44,7248,24,Low,0,1,0,0,Monitor
1645,12052,Shatabdi,CNB,Kanpur Central,LKO,Lucknow Charbagh,2026-04-09,09:00,8,Delayed,Maintenance Work,228,80,11,Clear,35,2066,28,Low,0,0,0,4,Monitor
1646,14661,Duronto,VSKP,Visakhapatnam,NGP,Nagpur Junction,2026-03-19,12:15,0,Completed,No Delay,1671,73,3,Clear,31,3472,28,Low,0,1,0,2,Monitor
1647,13029,Rajdhani,HWH,Howrah Junction,NDLS,New Delhi,2026-05-06,14:00,18,Delayed,Platform Change,266,97,5,Clear,42,2680,39,Low,0,1,1,20,Monitor
1648,14672,Superfast,LKO,Lucknow Charbagh,JP,Jaipur Junction,2026-01-03,05:45,90,Delayed,Weather,477,52,2,Heavy Rain,26,3470,63,Medium,1,0,1,90,Notify station control
1649,12138,Garib Rath,GKP,Gorakhpur,ALD,Prayagraj Junction,2026-05-15,04:30,0,On Time,No Delay,1210,68,9,Clear,29,6990,20,Low,0,0,1,8,Monitor
1650,13160,Vande Bharat,LKO,Lucknow Charbagh,MAS,Chennai Central,2026-01-26,22:30,90,Delayed,Maintenance Work,1193,72,18,Rain,42,9087,57,Medium,1,0,1,85,Notify station control
1651,14260,Express,NGP,Nagpur Junction,LKO,Lucknow Charbagh,2026-09-02,19:15,8,At Risk,Weather,471,90,15,Storm,44,2809,46,Medium,0,1,1,12,Notify station control
1652,13288,Shatabdi,PNBE,Patna Junction,SDAH,Sealdah,2026-09-14,01:30,60,At Risk,Maintenance Work,234,65,1,Clear,24,3509,50,Medium,0,0,1,70,Notify station control
1653,14466,Rajdhani,BPL,Bhopal Junction,NGP,Nagpur Junction,2026-02-06,08:15,10,At Risk,Platform Change,954,70,12,Rain,34,1350,26,Low,1,0,0,19,Monitor
1654,12748,Garib Rath,ALD,Prayagraj Junction,CNB,Kanpur Central,2026-09-15,00:00,0,On Time,No Delay,216,91,3,Clear,32,1702,32,Low,1,1,0,3,Monitor
1655,14393,Intercity,BBS,Bhubaneswar,NDLS,New Delhi,2026-07-18,18:30,12,Delayed,Signal Failure,1162,69,2,Clear,29,4973,25,Low,0,0,0,16,Monitor
1656,14190,Duronto,VSKP,Visakhapatnam,BPL,Bhopal Junction,2026-01-27,03:45,35,Delayed,Signal Failure,850,77,3,Clear,16,873,44,Medium,0,0,1,30,Notify station control
1657,12093,Duronto,ALD,Prayagraj Junction,CNB,Kanpur Central,2026-01-22,05:45,0,On Time,No Delay,892,66,6,Clear,35,4062,27,Low,0,0,0,0,Monitor
1658,12883,Express,CNB,Kanpur Central,PNBE,Patna Junction,2026-07-22,21:30,40,Delayed,Platform Change,838,59,15,Cloudy,37,5366,35,Low,0,0,0,40,Monitor
1659,12911,Intercity,MAS,Chennai Central,BCT,Mumbai Central,2026-08-26,13:45,0,On Time,No Delay,1652,79,12,Clear,16,3374,25,Low,1,1,0,9,Monitor
1660,13269,Shatabdi,GKP,Gorakhpur,VSKP,Visakhapatnam,2026-05-20,21:00,60,At Risk,Signal Failure,1265,88,11,Rain,24,8433,55,Medium,0,0,1,57,Notify station control
1661,12979,Intercity,CNB,Kanpur Central,ALD,Prayagraj Junction,2026-08-09,08:30,10,Delayed,Signal Failure,1235,100,11,Clear,30,6866,34,Low,0,1,0,14,Monitor
1662,14674,Jan Shatabdi,NDLS,New Delhi,KOTA,Kota Junction,2026-01-23,16:30,18,Delayed,Crew Delay,829,89,5,Clear,28,9985,33,Low,0,0,0,16,Monitor
1663,12853,Intercity,CSTM,Mumbai CSMT,GKP,Gorakhpur,2026-01-27,21:45,999,Cancelled,Technical Fault,336,77,14,Cloudy,17,8493,100,Critical,0,0,1,999,Escalate to operations command
1664,14402,Rajdhani,SBC,KSR Bengaluru City,JP,Jaipur Junction,2026-01-11,10:30,999,Cancelled,Platform Change,722,100,5,Rain,25,8415,100,Critical,0,1,1,999,Escalate to operations command
1665,14567,Express,ALD,Prayagraj Junction,MAS,Chennai Central,2026-08-10,12:00,0,Completed,No Delay,388,74,3,Cloudy,41,4918,26,Low,1,0,0,3,Monitor
1666,14532,Express,JP,Jaipur Junction,MAS,Chennai Central,2026-07-03,14:15,0,Completed,No Delay,1301,67,9,Cloudy,35,8073,28,Low,0,0,0,0,Monitor
1667,14407,Garib Rath,BBS,Bhubaneswar,LKO,Lucknow Charbagh,2026-08-11,09:30,0,On Time,No Delay,550,49,14,Clear,33,8548,20,Low,1,0,1,9,Monitor
1668,12858,Garib Rath,LKO,Lucknow Charbagh,ALD,Prayagraj Junction,2026-06-20,13:15,0,Completed,No Delay,188,89,4,Clear,43,2531,32,Low,0,0,0,1,Monitor
1669,12290,Sampark Kranti,VSKP,Visakhapatnam,LKO,Lucknow Charbagh,2026-04-14,23:30,0,On Time,No Delay,690,72,5,Clear,40,4867,29,Low,0,0,1,4,Monitor
1670,12247,Intercity,NGP,Nagpur Junction,HWH,Howrah Junction,2026-07-11,19:30,60,Delayed,Technical Fault,1616,75,8,Clear,41,1317,52,Medium,0,1,1,69,Notify station control
1671,13030,Shatabdi,PNBE,Patna Junction,NDLS,New Delhi,2026-02-18,13:15,0,On Time,No Delay,447,43,8,Clear,21,1166,16,Low,0,0,1,9,Monitor
1672,14146,Intercity,JP,Jaipur Junction,LKO,Lucknow Charbagh,2026-09-16,17:00,0,On Time,No Delay,395,86,5,Clear,34,1553,27,Low,0,0,0,0,Monitor
1673,12241,Garib Rath,BPL,Bhopal Junction,VSKP,Visakhapatnam,2026-03-21,17:15,0,On Time,No Delay,858,61,12,Fog,27,413,37,Low,0,0,0,4,Monitor
1674,12222,Jan Shatabdi,LKO,Lucknow Charbagh,SDAH,Sealdah,2026-09-17,05:30,60,At Risk,Signal Failure,827,74,9,Clear,26,9955,51,Medium,0,0,1,64,Notify station control
1675,13020,Rajdhani,VSKP,Visakhapatnam,BCT,Mumbai Central,2026-01-07,13:45,0,On Time,No Delay,1561,86,18,Rain,41,7841,26,Low,0,1,0,0,Monitor
1676,12917,Express,PNBE,Patna Junction,NGP,Nagpur Junction,2026-03-17,14:45,0,Completed,No Delay,1296,94,13,Rain,18,7303,32,Low,0,1,1,5,Monitor
1677,12401,Jan Shatabdi,NDLS,New Delhi,ADI,Ahmedabad Junction,2026-04-09,20:30,0,Completed,No Delay,1329,77,3,Cloudy,44,418,26,Low,1,0,0,0,Monitor
1678,12744,Intercity,CNB,Kanpur Central,PNBE,Patna Junction,2026-06-17,11:45,0,On Time,No Delay,444,87,15,Storm,29,898,37,Low,0,0,0,3,Monitor
1679,12460,Vande Bharat,SBC,KSR Bengaluru City,BCT,Mumbai Central,2026-06-10,13:15,15,At Risk,Congestion,1097,78,6,Clear,39,4470,29,Low,0,0,0,14,Monitor
1680,14184,Rajdhani,GKP,Gorakhpur,VSKP,Visakhapatnam,2026-08-08,16:45,0,On Time,No Delay,1156,74,18,Clear,31,1432,25,Low,0,0,1,8,Monitor
1681,14602,Garib Rath,LKO,Lucknow Charbagh,NGP,Nagpur Junction,2026-03-10,17:30,0,Completed,No Delay,1554,86,14,Clear,29,4039,27,Low,0,1,0,0,Monitor
1682,14189,Express,CNB,Kanpur Central,GKP,Gorakhpur,2026-05-02,15:45,0,On Time,No Delay,1046,70,6,Rain,21,4588,24,Low,0,0,1,3,Monitor
1683,14642,Vande Bharat,NDLS,New Delhi,GKP,Gorakhpur,2026-02-28,12:15,0,On Time,No Delay,1651,100,8,Clear,32,8682,28,Low,0,1,1,0,Monitor
1684,12746,Intercity,ALD,Prayagraj Junction,PUNE,Pune Junction,2026-04-07,14:30,8,Delayed,Late Incoming Train,1767,84,3,Clear,15,9161,34,Low,0,1,0,3,Monitor
1685,13259,Rajdhani,SBC,KSR Bengaluru City,CNB,Kanpur Central,2026-08-23,18:30,0,On Time,No Delay,1185,88,3,Rain,24,6541,29,Low,1,0,0,8,Monitor
1686,13073,Superfast,CNB,Kanpur Central,PNBE,Patna Junction,2026-08-04,09:30,45,Delayed,Weather,881,98,11,Storm,42,4232,63,Medium,0,1,0,52,Notify station control
1687,14429,Sampark Kranti,JP,Jaipur Junction,CSTM,Mumbai CSMT,2026-06-04,02:15,0,On Time,No Delay,820,95,12,Clear,18,1310,31,Low,0,1,1,0,Monitor
1688,13163,Garib Rath,CSTM,Mumbai CSMT,LKO,Lucknow Charbagh,2026-01-17,23:15,40,At Risk,Crew Delay,262,97,5,Clear,29,6619,50,Medium,0,1,0,43,Notify station control
1689,12694,Superfast,JP,Jaipur Junction,BCT,Mumbai Central,2026-05-21,00:30,25,Delayed,Track Obstruction,1789,98,10,Clear,14,3132,43,Medium,1,1,0,26,Notify station control
1690,12271,Rajdhani,CSTM,Mumbai CSMT,SBC,KSR Bengaluru City,2026-08-20,08:00,0,On Time,No Delay,517,100,12,Fog,29,665,43,Medium,0,1,0,0,Notify station control
1691,12442,Garib Rath,SDAH,Sealdah,ADI,Ahmedabad Junction,2026-08-03,06:15,0,On Time,No Delay,1397,100,4,Clear,20,5257,35,Low,0,1,0,2,Monitor
1692,12560,Intercity,KOTA,Kota Junction,NGP,Nagpur Junction,2026-04-17,02:15,10,Delayed,Crew Delay,774,96,5,Clear,17,2208,32,Low,0,1,0,5,Monitor
1693,12976,Garib Rath,BCT,Mumbai Central,HWH,Howrah Junction,2026-03-07,03:00,18,Delayed,Signal Failure,1318,58,3,Cloudy,32,6523,31,Low,0,0,0,26,Monitor
1694,12166,Duronto,GKP,Gorakhpur,KOTA,Kota Junction,2026-03-08,13:45,0,On Time,No Delay,837,70,13,Clear,44,9501,28,Low,0,0,1,1,Monitor
1695,12992,Shatabdi,BBS,Bhubaneswar,BCT,Mumbai Central,2026-06-27,00:00,0,Completed,No Delay,1521,79,3,Clear,33,2186,28,Low,0,1,0,10,Monitor
1696,12503,Vande Bharat,PUNE,Pune Junction,SBC,KSR Bengaluru City,2026-07-12,01:45,0,On Time,No Delay,1393,94,12,Heavy Rain,27,755,43,Medium,0,1,1,0,Notify station control
1697,12446,Express,VSKP,Visakhapatnam,CNB,Kanpur Central,2026-02-21,21:00,0,On Time,No Delay,952,76,13,Clear,14,3508,29,Low,1,0,0,10,Monitor
1698,12025,Sampark Kranti,LKO,Lucknow Charbagh,BBS,Bhubaneswar,2026-07-22,19:15,20,Delayed,Platform Change,1125,65,1,Clear,14,5958,33,Low,0,0,1,23,Monitor
1699,12689,Express,SDAH,Sealdah,ADI,Ahmedabad Junction,2026-01-18,13:15,0,On Time,No Delay,1700,68,1,Cloudy,39,732,26,Low,0,1,0,10,Monitor
1700,12639,Vande Bharat,PUNE,Pune Junction,MAS,Chennai Central,2026-03-08,14:30,60,At Risk,Late Incoming Train,1773,59,16,Clear,23,4974,47,Medium,1,1,1,61,Notify station control
1701,14564,Duronto,KOTA,Kota Junction,NDLS,New Delhi,2026-06-28,03:15,0,On Time,No Delay,845,100,5,Fog,35,462,46,Medium,0,1,0,5,Notify station control
1702,14554,Rajdhani,KOTA,Kota Junction,HWH,Howrah Junction,2026-09-23,15:15,0,Completed,No Delay,1243,61,6,Heatwave,38,4153,23,Low,1,0,0,10,Monitor
1703,12619,Vande Bharat,BPL,Bhopal Junction,KOTA,Kota Junction,2026-08-23,08:00,8,Delayed,Crew Delay,1022,75,10,Clear,27,7199,33,Low,1,0,1,11,Monitor
1704,14299,Shatabdi,BPL,Bhopal Junction,PUNE,Pune Junction,2026-01-04,08:30,0,On Time,No Delay,396,90,15,Clear,24,5955,27,Low,0,1,1,9,Monitor
1705,12066,Shatabdi,PNBE,Patna Junction,JP,Jaipur Junction,2026-02-03,13:45,0,On Time,No Delay,698,80,6,Heavy Rain,31,2147,42,Medium,0,0,1,4,Notify station control
1706,12950,Rajdhani,HWH,Howrah Junction,SDAH,Sealdah,2026-06-23,20:30,60,At Risk,Late Incoming Train,1424,62,6,Clear,26,662,49,Medium,0,0,1,65,Notify station control
1707,12823,Intercity,BPL,Bhopal Junction,CNB,Kanpur Central,2026-05-21,21:30,25,Delayed,Weather,1775,100,16,Clear,28,1766,40,Medium,0,1,0,20,Notify station control
1708,14546,Intercity,ADI,Ahmedabad Junction,CNB,Kanpur Central,2026-03-08,16:45,5,At Risk,Signal Failure,356,67,3,Clear,33,7077,28,Low,0,0,1,4,Monitor
1709,12888,Duronto,GKP,Gorakhpur,BBS,Bhubaneswar,2026-01-26,18:15,90,Delayed,Crew Delay,979,79,12,Rain,35,1206,62,Medium,0,0,1,95,Notify station control
1710,14674,Shatabdi,ADI,Ahmedabad Junction,NDLS,New Delhi,2026-01-08,08:30,0,On Time,No Delay,918,65,2,Heatwave,31,2159,20,Low,0,0,0,1,Monitor
1711,12696,Express,ALD,Prayagraj Junction,ADI,Ahmedabad Junction,2026-06-09,09:45,8,At Risk,Platform Change,533,88,11,Clear,36,9743,31,Low,0,0,0,6,Monitor
1712,13038,Duronto,NGP,Nagpur Junction,KOTA,Kota Junction,2026-02-14,23:00,120,At Risk,Weather,1071,44,5,Fog,29,431,73,High,0,0,1,115,Reallocate platform and crew
1713,12840,Express,VSKP,Visakhapatnam,SBC,KSR Bengaluru City,2026-03-14,08:45,35,Delayed,Congestion,1378,81,4,Rain,40,7005,43,Medium,1,0,0,36,Notify station control
1714,12112,Express,CSTM,Mumbai CSMT,BCT,Mumbai Central,2026-02-24,23:15,0,On Time,No Delay,391,87,5,Cloudy,35,4950,31,Low,0,0,1,5,Monitor
1715,14539,Jan Shatabdi,BCT,Mumbai Central,JP,Jaipur Junction,2026-04-16,05:45,0,On Time,No Delay,770,86,8,Rain,24,6044,32,Low,1,0,0,0,Monitor
1716,14274,Jan Shatabdi,CNB,Kanpur Central,NGP,Nagpur Junction,2026-02-27,02:30,0,On Time,No Delay,463,96,14,Clear,42,5636,31,Low,0,1,1,3,Monitor
1717,12494,Shatabdi,PNBE,Patna Junction,GKP,Gorakhpur,2026-02-03,09:45,90,At Risk,Weather,1798,71,1,Storm,29,9751,68,High,0,1,1,88,Reallocate platform and crew
1718,13292,Shatabdi,ADI,Ahmedabad Junction,JP,Jaipur Junction,2026-05-28,15:15,0,Completed,No Delay,1213,72,8,Storm,15,9746,38,Low,0,0,0,6,Monitor
1719,13091,Duronto,PNBE,Patna Junction,GKP,Gorakhpur,2026-03-11,07:15,0,On Time,No Delay,1550,63,16,Storm,28,377,31,Low,1,1,0,10,Monitor
1720,12512,Jan Shatabdi,LKO,Lucknow Charbagh,HWH,Howrah Junction,2026-03-18,13:30,18,At Risk,Platform Change,1169,77,2,Rain,33,7002,36,Low,0,0,0,25,Monitor
1721,12674,Superfast,SBC,KSR Bengaluru City,GKP,Gorakhpur,2026-01-15,01:15,75,Delayed,Late Incoming Train,453,100,1,Clear,40,527,58,Medium,0,1,1,85,Notify station control
1722,12168,Jan Shatabdi,BBS,Bhubaneswar,ALD,Prayagraj Junction,2026-09-08,08:30,75,At Risk,Platform Change,1718,72,8,Heatwave,19,899,54,Medium,1,1,1,71,Notify station control
1723,14063,Garib Rath,KOTA,Kota Junction,SDAH,Sealdah,2026-07-11,14:15,75,Delayed,Technical Fault,1440,71,16,Heatwave,39,4992,56,Medium,0,0,1,78,Notify station control
1724,13247,Garib Rath,NGP,Nagpur Junction,PNBE,Patna Junction,2026-06-01,01:15,0,On Time,No Delay,508,78,17,Cloudy,17,7619,28,Low,0,0,1,3,Monitor
1725,12497,Duronto,JP,Jaipur Junction,CNB,Kanpur Central,2026-03-12,14:15,0,On Time,No Delay,547,38,8,Clear,15,3850,14,Low,0,0,0,7,Monitor
1726,14692,Rajdhani,PUNE,Pune Junction,NDLS,New Delhi,2026-02-14,16:30,0,Completed,No Delay,1767,100,9,Cloudy,38,942,35,Low,0,1,0,7,Monitor
1727,12860,Intercity,SDAH,Sealdah,MAS,Chennai Central,2026-04-07,04:45,45,At Risk,Congestion,1630,59,1,Clear,15,6168,43,Medium,0,1,1,46,Notify station control
1728,12634,Duronto,NGP,Nagpur Junction,PUNE,Pune Junction,2026-08-22,05:15,0,On Time,No Delay,1607,69,13,Heatwave,19,8813,23,Low,0,1,0,9,Monitor
1729,12614,Rajdhani,LKO,Lucknow Charbagh,KOTA,Kota Junction,2026-05-02,06:45,0,On Time,No Delay,1145,87,2,Clear,14,9200,32,Low,0,0,0,4,Monitor
1730,12625,Vande Bharat,NDLS,New Delhi,JP,Jaipur Junction,2026-02-05,11:45,999,Cancelled,Late Incoming Train,1233,54,7,Rain,31,4902,100,Critical,0,0,1,999,Escalate to operations command
1731,12860,Vande Bharat,ALD,Prayagraj Junction,NDLS,New Delhi,2026-06-10,09:15,45,Delayed,Track Obstruction,1157,94,13,Rain,31,571,50,Medium,0,1,0,52,Notify station control
1732,14286,Jan Shatabdi,HWH,Howrah Junction,BPL,Bhopal Junction,2026-04-21,19:45,90,At Risk,Technical Fault,1071,69,10,Cloudy,14,5595,56,Medium,1,0,1,89,Notify station control
